,id,tags,light,point,nearby,region,scheme,address,weather,category,datetime,severity,dead_count,injured_count,parent_region,road_conditions,victim_counts,victim_categories,geometry,victim_role,victim_gender,victim_violations,victim_health_status,vehicle_year,vehicle_brand,vehicle_color,vehicle_model,vehicle_category,guilty_role,guilty_gender,guilty_violations,guilty_health_status,guilty_years_of_driving_experience,season,month,day_of_week,time_of_day,hijri,hijri_month_name,in_first_three_days_of_shawwal,vehicle_year_bin_eq_width,guilty_driving_experience_bin
10,2540528,ДТП,Светлое время суток,"{lat: 43.511841, long: 44.585953}"," Многоквартирные жилые дома, Регулируемый перекресток, Регулируемый пешеходный переход ",Малгобекский район,300.0,"г Малгобек, ул Осканова, 12",Ясно,Столкновение,2021-01-27 10:10:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,4,Автомобиль,POINT (44.585953 43.511841),,,,,2007.0,CHEVROLET,Серый,Lanos,C — среднеразмерные автомобили,Водитель,Мужской,Uknown,Не пострадал,9.0,Winter,1,Wednesday,morning,1442-06-14,Jumada Al-Thani,0,2005-2009,6-10
11,2540531,ДТП,"В темное время суток, без освещения","{lat: 43.49546, long: 44.581382}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Нерегулируемый пешеходный переход ",Малгобекский район,720.0,"г Малгобек, ул Осканова, 114",Ясно,Наезд на пешехода,2021-01-24 17:50:00,Легкий,0,1,Республика Ингушетия,"Неисправное освещение, Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Неправильное применение, плохая видимость дорожных знаков",2,Пешеходы,POINT (44.581382 43.49546),Пешеход,Женский,,Амбулаторный раненый,2011.0,FORD,Серый,Mondeo,D — полноразмерные автомобили,Водитель,Мужской,Нарушение правил проезда пешеходного перехода,Не пострадал,3.0,Winter,1,Sunday,evening,1442-06-11,Jumada Al-Thani,0,2010-2014,0-5
12,2540532,ДТП,Светлое время суток,"{lat: 43.509958, long: 44.582273}"," Многоквартирные жилые дома, Нерегулируемый перекрёсток равнозначных улиц (дорог) ",Малгобекский район,500.0,"г Малгобек, пер Базоркина, 58",Ясно,Столкновение,2021-01-22 14:55:00,Легкий,0,2,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",3,Автомобиль,POINT (44.582273 43.509958),,,,,2004.0,ВАЗ,Синий," Жигули  ВАЗ-2108, 09 и модификации                       ",A — мини-автомобили,Водитель,Мужской,"Несоблюдение очередности проезда, Несоблюдение требований ОСАГО, Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут пассажир)",Амбулаторный раненый,10.0,Winter,1,Friday,day,1442-06-09,Jumada Al-Thani,0,2000-2004,11-15
13,2540536,ДТП,"В темное время суток, без освещения","{lat: 43.518711, long: 44.585277}"," Жилые дома индивидуальной застройки, АЗС ",Малгобекский район,940.0,"г Малгобек, ул Осканова, 1",Пасмурно,Наезд на препятствие,2021-01-08 23:10:00,Легкий,0,1,Республика Ингушетия,"Сухое, Отсутствие освещения",2,Автомобиль,POINT (44.585277 43.518711),,,,,2014.0,KIA,Серый,Rio,D — полноразмерные автомобили,Пассажир,Мужской,Uknown,Амбулаторный раненый,,Winter,1,Friday,night,1442-05-24,Jumada Al-Awwal,0,2010-2014,
14,2548813,ДТП,"В темное время суток, без освещения","{lat: 43.512487, long: 44.595416}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Иной объект, Тротуар, пешеходная дорожка ",Малгобекский район,,"г Малгобек, ул Промышленная, 2",Пасмурно,Съезд с дороги,2021-02-17 01:15:00,Тяжёлый,0,1,Республика Ингушетия,"Неисправное освещение, Отсутствие дорожных знаков в необходимых местах, Заснеженное",1,Автомобиль,POINT (44.595416 43.512487),,,,,2010.0,ВАЗ,Белый,Priora,B — маленькие автомобили,Водитель,Мужской,"Несоответствие скорости конкретным условиям движения, Управление ТС в состоянии алкогольного опьянения, Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель), Несоблюдение требований ОСАГО",Стационарный раненый,20.0,Winter,2,Wednesday,night,1442-07-05,Rajab,0,2010-2014,21-25
15,2548808,ДТП с Детьми,Сумерки,"{lat: 43.522912, long: 44.53042}",Uknown,Малгобекский район,140.0,"Назрань-Малгобек-Н. Курп-Терек, 64 км",Пасмурно,Столкновение,2021-02-14 17:00:00,Тяжёлый,0,2,Республика Ингушетия,Сухое,4,Дети,POINT (44.53042 43.522912),,,,,1996.0,ВАЗ,Серый, Жигули  ВАЗ-2106 модификации,B — маленькие автомобили,Пассажир,Женский,Uknown,Стационарный раненый,,Winter,2,Sunday,evening,1442-07-02,Rajab,0,1995-1999,
16,2643239,ДТП,Светлое время суток,"{lat: 43.543291, long: 44.74225}", Жилые дома индивидуальной застройки ,Малгобекский район,610.0,"ст-ца Вознесенская, ул Шоссейная, 15",Ясно,Съезд с дороги,2021-10-23 16:25:00,С погибшими,1,1,Республика Ингушетия,"Сухое, Отсутствие дорожных знаков в необходимых местах, Неудовлетворительное состояние обочин",2,Автомобиль,POINT (44.74225 43.543291),,,,,2008.0,ВАЗ,Серый,Priora,C — среднеразмерные автомобили,Водитель,Женский,"Превышение установленной скорости движения, Управление ТС лицом, не имеющим права на управление ТС, Несоблюдение требований ОСАГО",Скончался,,Fall,10,Saturday,day,1443-03-17,Rabi Al-Awwal,0,2005-2009,
17,2718967,ДТП с Детьми,Светлое время суток,"{lat: 43.506931, long: 44.584483}"," Многоквартирные жилые дома, Нерегулируемый пешеходный переход ",Малгобекский район,740.0,"г Малгобек, ул Осканова, 19",Пасмурно,Наезд на пешехода,2022-01-13 13:10:00,Тяжёлый,0,2,Республика Ингушетия,"Мокрое, Отсутствие дорожных знаков в необходимых местах",4,Дети,POINT (44.584483 43.506931),Пешеход,Женский,,Стационарный раненый,2013.0,ВАЗ,Белый,Priora,B — маленькие автомобили,Водитель,Мужской,Непредоставление преимущества в движении пешеходу,Не пострадал,33.0,Winter,1,Thursday,day,1443-06-10,Jumada Al-Thani,0,2010-2014,31+
18,2760178,ДТП,Светлое время суток,"{lat: 43.508472, long: 44.59224}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток равнозначных улиц (дорог) ",Малгобекский район,500.0,"г Малгобек, ул Херсонская, 11",Пасмурно,Столкновение,2022-09-19 15:20:00,Легкий,0,2,Республика Ингушетия,Сухое,4,Автомобиль,POINT (44.59224 43.508472),,,,,2015.0,ВАЗ,Серый,Priora,B — маленькие автомобили,Водитель,Мужской,"Несоблюдение очередности проезда, Несоблюдение требований ОСАГО",Не пострадал,10.0,Summer,9,Monday,day,1444-02-23,Safar,0,2015-2019,11-15
19,2760184,ДТП,Светлое время суток,"{lat: 43.526553, long: 44.785466}",Uknown,Малгобекский район,600.0,,Ясно,Опрокидывание,2022-09-12 13:00:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,1,Автомобиль,POINT (44.785466 43.526553),,,,,1991.0,ГАЗ,Синий,"33023, 330232, 330273 и модификации",M — минивэны и коммерческие автомобили,Водитель,Мужской,Несоответствие скорости конкретным условиям движения,Стационарный раненый,38.0,Summer,9,Monday,day,1444-02-16,Safar,0,1990-1994,31+
20,2760186,ДТП,"В темное время суток, без освещения","{lat: 43.579956, long: 44.58385}",Uknown,Малгобекский район,900.0,"с Вежарий, Малгобек-с. Вежарий-юрт, 5 км",Ясно,Наезд на животное,2022-09-10 20:00:00,Легкий,0,1,Республика Ингушетия,Сухое,3,Автомобиль,POINT (44.58385 43.579956),,,,,2011.0,ВАЗ,Серый,Kalina,B — маленькие автомобили,Пассажир,Женский,Uknown,Не пострадал,,Summer,9,Saturday,evening,1444-02-14,Safar,0,2010-2014,
21,2784492,ДТП,"В темное время суток, освещение включено","{lat: 43.491818, long: 44.598527}", Нерегулируемый перекрёсток неравнозначных улиц (дорог) ,Малгобекский район,820.0,"с Сагопши, ул Исламская, 11",Ясно,Наезд на пешехода,2022-11-24 17:50:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Пешеходы,POINT (44.598527 43.491818),Пешеход,Женский,Неожиданный выход из-за стоящего ТС,Стационарный раненый,2015.0,ГАЗ,Белый,"ГАЗ 3102, 3102-101, 3102-311",M — минивэны и коммерческие автомобили,Водитель,Мужской,"Управление ТС лицом, не имеющим права на управление ТС, Несоблюдение требований ОСАГО",Не пострадал,,Fall,11,Thursday,evening,1444-04-30,Rabi Al-Thani,0,2015-2019,
22,2784494,ДТП,"В темное время суток, без освещения","{lat: 43.479768, long: 44.731607}"," Мост, эстакада, путепровод ",Малгобекский район,900.0,"Назрань-Малгобек-Н. Курп-Терек, 42 км",Ясно,Наезд на животное,2022-11-22 17:20:00,Тяжёлый,0,2,Республика Ингушетия,Сухое,4,Автомобиль,POINT (44.731607 43.479768),,,,,1994.0,MERCEDES,Красный,E-класс,C — среднеразмерные автомобили,Пассажир,Женский,Uknown,Амбулаторный раненый,,Fall,11,Tuesday,evening,1444-04-28,Rabi Al-Thani,0,1990-1994,
23,2784497,ДТП,Светлое время суток,"{lat: 43.47976, long: 44.808007}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Нерегулируемый пешеходный переход ",Малгобекский район,800.0,"Зязиков-Юрт-Гарагорск, 3 км",Ясно,Наезд на пешехода,2022-11-17 12:10:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Пешеходы,POINT (44.808007 43.47976),Пешеход,Мужской,Неожиданный выход из-за стоящего ТС,Стационарный раненый,2008.0,TOYOTA,Черный,Corolla,B — маленькие автомобили,Водитель,Мужской,Uknown,Не пострадал,16.0,Fall,11,Thursday,day,1444-04-23,Rabi Al-Thani,0,2005-2009,16-20
24,2784500,ДТП,Светлое время суток,"{lat: 43.478413, long: 44.609513}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Малгобекский район,610.0,"с Сагопши, ул Грозненская, 17",Ясно,Съезд с дороги,2022-11-16 08:05:00,Тяжёлый,0,1,Республика Ингушетия,Мокрое,1,Автомобиль,POINT (44.609513 43.478413),,,,,2004.0,ВАЗ,Серый,ВАЗ 2115 и модификации,B — маленькие автомобили,Водитель,Мужской,"Нарушение правил расположения ТС на проезжей части, Управление ТС лицом, не имеющим права на управление ТС, Несоблюдение требований ОСАГО",Стационарный раненый,,Fall,11,Wednesday,morning,1444-04-22,Rabi Al-Thani,0,2000-2004,
25,2784503,ДТП,"В темное время суток, без освещения","{lat: 43.488167, long: 44.622163}", Нерегулируемый перекрёсток неравнозначных улиц (дорог) ,Малгобекский район,70.0,"Назрань-Малгобек-Н. Курп-Терек, 55 км",Ясно,Столкновение,2022-11-12 21:30:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Автомобиль,POINT (44.622163 43.488167),,,,,2009.0,ЗАЗ,Красный,ЗАЗ Sens,B — маленькие автомобили,Водитель,Мужской,Неправильный выбор дистанции,Стационарный раненый,39.0,Fall,11,Saturday,night,1444-04-18,Rabi Al-Thani,0,2005-2009,31+
26,2784504,ДТП,Светлое время суток,"{lat: 43.506674, long: 44.584483}"," Многоквартирные жилые дома, Нерегулируемый пешеходный переход ",Малгобекский район,740.0,"г Малгобек, ул Осканова, 2",Ясно,Наезд на пешехода,2022-11-07 12:45:00,Тяжёлый,0,1,Республика Ингушетия,"Сухое, Отсутствие дорожных знаков в необходимых местах",2,Пешеходы,POINT (44.584483 43.506674),Пешеход,Мужской,,Стационарный раненый,2012.0,ГАЗ,Синий,"2705  Газель , 27057 и модификации",M — минивэны и коммерческие автомобили,Водитель,Мужской,"Нарушение правил проезда пешеходного перехода, Превышение установленной скорости движения",Не пострадал,1.0,Fall,11,Monday,day,1444-04-13,Rabi Al-Thani,0,2010-2014,0-5
27,2784505,ДТП,"В темное время суток, без освещения","{lat: 43.478538, long: 44.626744}",Uknown,Малгобекский район,610.0,"Малгобек-Сагопши, 5 км",Пасмурно,Съезд с дороги,2022-11-06 18:30:00,С погибшими,1,0,Республика Ингушетия,Сухое,1,Автомобиль,POINT (44.626744 43.478538),,,,,2006.0,ГАЗ,Серый,"ГАЗ 3105, 31052",C — среднеразмерные автомобили,Водитель,Мужской,"Несоответствие скорости конкретным условиям движения, Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель)",Скончался,22.0,Fall,11,Sunday,evening,1444-04-12,Rabi Al-Thani,0,2005-2009,21-25
28,2784506,ДТП,"В темное время суток, без освещения","{lat: 43.47969, long: 44.788674}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Малгобекский район,120.0,"Зязиков-Юрт-Гарагорск, 1 км",Дождь,Столкновение,2022-11-03 19:40:00,Тяжёлый,0,4,Республика Ингушетия,Мокрое,6,Автомобиль,POINT (44.788674 43.47969),,,,,2014.0,TOYOTA,Черный,Camry,B — маленькие автомобили,Пассажир,Женский,Uknown,Амбулаторный раненый,,Fall,11,Thursday,evening,1444-04-09,Rabi Al-Thani,0,2010-2014,
29,2784507,ДТП,Светлое время суток,"{lat: 43.50462, long: 44.583914}", Административные здания ,Малгобекский район,70.0,"г Малгобек, Малгобек-Сагопши, 1 км",Пасмурно,Столкновение,2022-11-01 09:20:00,Легкий,0,2,Республика Ингушетия,Мокрое,2,Автомобиль,POINT (44.583914 43.50462),,,,,2008.0,ВАЗ,Зеленый,ВАЗ 2115 и модификации,B — маленькие автомобили,Водитель,Мужской,"Неправильный выбор дистанции, Управление ТС лицом, не имеющим права на управление ТС, Несоблюдение требований ОСАГО",Амбулаторный раненый,,Fall,11,Tuesday,morning,1444-04-07,Rabi Al-Thani,0,2005-2009,
30,2667915,ДТП с Детьми,Светлое время суток,"{lat: 43.502963, long: 44.583453}"," АЗС, Регулируемый перекресток, Регулируемый пешеходный переход, Спортивные и развлекательные объекты ",Малгобекский район,500.0,"г Малгобек, ул Физкультурная, 1",Пасмурно,Столкновение,2021-12-14 11:15:00,Тяжёлый,0,5,Республика Ингушетия,Мокрое,6,Дети,POINT (44.583453 43.502963),,,,,2008.0,ГАЗ,Белый,"3221  Газель , 32217, 32213, 32212, 322172, 322132, 322133 и модификации",M — минивэны и коммерческие автомобили,Водитель,Мужской,Uknown,Не пострадал,40.0,Fall,12,Tuesday,morning,1443-05-10,Jumada Al-Awwal,0,2005-2009,31+
31,2667916,ДТП с Детьми,"В темное время суток, освещение включено","{lat: 43.398765, long: 44.753537}"," Жилые дома индивидуальной застройки, Нерегулируемый пешеходный переход, Школа либо иная детская (в т.ч. дошкольная) организация ",Малгобекский район,740.0,"с Нижние Ачалуки, ул Шоссейная, 47",Пасмурно,Наезд на пешехода,2021-12-04 16:20:00,Тяжёлый,0,1,Республика Ингушетия,"Неисправное освещение, Сухое",2,Дети,POINT (44.753537 43.398765),Пешеход,Женский,Отсутствие световозвращающих элементов,Стационарный раненый,2004.0,ГАЗ,Серый,"ГАЗ 3105, 31052",C — среднеразмерные автомобили,Водитель,Мужской,"Выезд на полосу встречного движения, Несоблюдение требований ОСАГО",Не пострадал,20.0,Fall,12,Saturday,day,1443-04-29,Rabi Al-Thani,0,2000-2004,21-25
32,2667922,ДТП,"В темное время суток, без освещения","{lat: 43.497429, long: 44.601692}"," Жилые дома индивидуальной застройки, АЗС, Нерегулируемый пешеходный переход, Регулируемый перекресток ",Малгобекский район,70.0,"г Малгобек, ул Физкультурная, 1",Пасмурно,Столкновение,2021-12-29 18:15:00,Тяжёлый,0,2,Республика Ингушетия,"Неисправное освещение, Мокрое",4,Автомобиль,POINT (44.601692 43.497429),,,,,2003.0,ВАЗ,Серый,ВАЗ 2115 и модификации,B — маленькие автомобили,Водитель,Мужской,Несоблюдение требований ОСАГО,Не пострадал,33.0,Fall,12,Wednesday,evening,1443-05-25,Jumada Al-Awwal,0,2000-2004,31+
33,2667924,ДТП,"В темное время суток, освещение включено","{lat: 43.371443, long: 44.736103}"," Жилые дома индивидуальной застройки, Крупный торговый объект (являющийся объектом массового тяготения пешеходов и (или) транспорта) ",Малгобекский район,140.0,"с Средние Ачалуки, ул Цечоева, 27",Пасмурно,Столкновение,2021-12-24 18:40:00,Тяжёлый,0,2,Республика Ингушетия,Сухое,2,Автомобиль,POINT (44.736103 43.371443),,,,,2007.0,ВАЗ,Серый,ВАЗ 2115 и модификации,B — маленькие автомобили,Водитель,Мужской,Uknown,Амбулаторный раненый,9.0,Fall,12,Friday,evening,1443-05-20,Jumada Al-Awwal,0,2005-2009,6-10
34,2667928,ДТП,"В темное время суток, освещение включено","{lat: 43.511849, long: 44.585931}"," Многоквартирные жилые дома, Остановка общественного транспорта, Регулируемый перекресток, Регулируемый пешеходный переход ",Малгобекский район,300.0,"г Малгобек, ул Осканова, 8",Пасмурно,Столкновение,2021-12-21 19:10:00,Тяжёлый,0,1,Республика Ингушетия,Мокрое,2,Автомобиль,POINT (44.585931 43.511849),,,,,2012.0,CHEVROLET,Черный,Cruze,B — маленькие автомобили,Водитель,Женский,Uknown,Стационарный раненый,,Fall,12,Tuesday,evening,1443-05-17,Jumada Al-Awwal,0,2010-2014,
35,2667931,ДТП,Светлое время суток,"{lat: 43.330212, long: 44.688671}", Жилые дома индивидуальной застройки ,Малгобекский район,610.0,"Назрань-Малгобек-Н. Курп-Терек, 22 км",Ясно,Съезд с дороги,2021-12-15 12:30:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,1,Автомобиль,POINT (44.688671 43.330212),,,,,2011.0,ВАЗ,Серый,ВАЗ 2115 и модификации,C — среднеразмерные автомобили,Водитель,Мужской,Несоответствие скорости конкретным условиям движения,Стационарный раненый,39.0,Fall,12,Wednesday,day,1443-05-11,Jumada Al-Awwal,0,2010-2014,31+
36,2667934,ДТП,Светлое время суток,"{lat: 43.5082, long: 44.584816}"," Многоквартирные жилые дома, Регулируемый перекресток, Регулируемый пешеходный переход ",Малгобекский район,300.0,"г Малгобек, ул Осканова, 12",Ясно,Столкновение,2021-12-06 11:40:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Автомобиль,POINT (44.584816 43.5082),,,,,2011.0,PEUGEOT,Серый,Прочие модели Peugeot,C — среднеразмерные автомобили,Водитель,Мужской,Несоблюдение требований ОСАГО,Не пострадал,33.0,Fall,12,Monday,morning,1443-05-02,Jumada Al-Awwal,0,2010-2014,31+
37,2667937,ДТП,"В темное время суток, освещение включено","{lat: 43.50297, long: 44.583389}"," АЗС, Регулируемый перекресток, Регулируемый пешеходный переход ",Малгобекский район,500.0,"г Малгобек, ул Осканова, 1",Пасмурно,Столкновение,2021-12-06 17:30:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,3,Автомобиль,POINT (44.583389 43.50297),,,,,2011.0,ГАЗ,Белый,27527 и модификации,M — минивэны и коммерческие автомобили,Пассажир,Мужской,Uknown,Стационарный раненый,,Fall,12,Monday,evening,1443-05-02,Jumada Al-Awwal,0,2010-2014,
38,2667940,ДТП,Светлое время суток,"{lat: 43.502963, long: 44.583421}"," АЗС, Регулируемый перекресток, Регулируемый пешеходный переход ",Малгобекский район,300.0,"г Малгобек, ул Осканова, 1",Ясно,Столкновение,2021-12-03 13:25:00,Легкий,0,4,Республика Ингушетия,Сухое,4,Автомобиль,POINT (44.583421 43.502963),,,,,2012.0,ВАЗ,Серый,Granta (Гранта),C — среднеразмерные автомобили,Пассажир,Женский,Uknown,Амбулаторный раненый,,Fall,12,Friday,day,1443-04-28,Rabi Al-Thani,0,2010-2014,
39,2882346,ДТП,"В темное время суток, освещение включено","{lat: 43.5006, long: 44.591}", Жилые дома индивидуальной застройки ,Малгобекский район,140.0,"г Малгобек, ул Физкультурная, 11",Ясно,Столкновение,2023-08-28 23:40:00,Тяжёлый,0,4,Республика Ингушетия,Сухое,4,Автомобиль,POINT (44.591 43.5006),,,,,1992.0,MERCEDES,Серый,S-класс,B — маленькие автомобили,Пассажир,Женский,Uknown,Стационарный раненый,,Summer,8,Monday,night,1445-02-12,Safar,0,1990-1994,
40,2882349,ДТП,"В темное время суток, освещение включено","{lat: 43.4798, long: 44.6393}", АЗС ,Малгобекский район,140.0,"Назрань-Малгобек-Н. Курп-Терек, 52 км",Ясно,Столкновение,2023-08-26 19:50:00,Тяжёлый,0,4,Республика Ингушетия,Сухое,5,Автомобиль,POINT (44.6393 43.4798),,,,,2009.0,ГАЗ,Белый,"ГАЗ 20, 21",M — минивэны и коммерческие автомобили,Водитель,Мужской,"Нарушение требований линий разметки, Несоблюдение очередности проезда",Не пострадал,42.0,Summer,8,Saturday,evening,1445-02-10,Safar,0,2005-2009,31+
41,2882352,ДТП,"В темное время суток, без освещения","{lat: 43.5103, long: 44.5969}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток равнозначных улиц (дорог) ",Малгобекский район,140.0,"г Малгобек, ул Нурадилова, 2",Ясно,Столкновение,2023-08-15 20:50:00,Тяжёлый,0,3,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Недостаточное освещение",5,Автомобиль,POINT (44.5969 43.5103),,,,,2010.0,ВАЗ,Серый, Жигули  ВАЗ-2107 модификации,B — маленькие автомобили,Водитель,,"Несоблюдение очередности проезда, Несоблюдение требований ОСАГО",Амбулаторный раненый,47.0,Summer,8,Tuesday,evening,1445-01-28,Muharram,0,2010-2014,31+
42,2882355,ДТП,"В темное время суток, без освещения","{lat: 43.42, long: 44.7671}", Жилые дома индивидуальной застройки ,Малгобекский район,200.0,"с Нижние Ачалуки, ул Шоссейная, 11",Ясно,Столкновение,2023-08-06 23:20:00,Тяжёлый,0,3,Республика Ингушетия,"Неисправное освещение, Сухое",5,Автомобиль,POINT (44.7671 43.42),,,,,2015.0,ВАЗ,Белый,Granta (Гранта),B — маленькие автомобили,Водитель,Мужской,"Несоблюдение требований ОСАГО, Отказ водителя от прохождения медицинского освидетельствования на состояние опьянения",Не пострадал,12.0,Summer,8,Sunday,night,1445-01-19,Muharram,0,2015-2019,11-15
43,2882357,ДТП,Светлое время суток,"{lat: 43.5127, long: 44.5794}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Малгобекский район,770.0,"г Малгобек, ул Нурадилова, 11",Ясно,Наезд на пешехода,2023-08-03 16:10:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Пешеходы,POINT (44.5794 43.5127),Пешеход,Мужской,,Стационарный раненый,2000.0,MERCEDES,Серый,S-класс,S — спортивные купе,Водитель,,Превышение установленной скорости движения,Не пострадал,9.0,Summer,8,Thursday,day,1445-01-16,Muharram,0,2000-2004,6-10
44,2842023,ДТП,"В темное время суток, без освещения","{lat: 43.479713, long: 44.797901}",Uknown,Малгобекский район,200.0,"с Новый Редант, ул Ингушская, 6",Ясно,Столкновение,2023-05-29 23:50:00,Легкий,0,2,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,Автомобиль,POINT (44.797901 43.479713),,,,,2002.0,ВАЗ,Зеленый,"ВАЗ 2110, 21101, 21102, 21103, 21108",C — среднеразмерные автомобили,Водитель,Мужской,Uknown,Амбулаторный раненый,18.0,Spring,5,Monday,night,1444-11-09,Dhu Al-Qadah,0,2000-2004,16-20
45,2842027,ДТП,Светлое время суток,"{lat: 43.513358, long: 44.575267}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Нерегулируемый пешеходный переход ",Малгобекский район,710.0,"г Малгобек, ул Нурадилова, 19",Ясно,Наезд на велосипедиста,2023-05-29 15:05:00,Тяжёлый,0,1,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Неправильное применение, плохая видимость дорожных знаков",2,Двухколесный транспорт,POINT (44.575267 43.513358),,,,,2012.0,CHEVROLET,Белый,Cruze,C — среднеразмерные автомобили,Водитель,Мужской,Нарушение правил проезда пешеходного перехода,Не пострадал,19.0,Spring,5,Monday,day,1444-11-09,Dhu Al-Qadah,0,2010-2014,16-20
46,2842029,ДТП,Светлое время суток,"{lat: 43.391639, long: 44.748945}",Uknown,Малгобекский район,140.0,"с Нижние Ачалуки, ул Шоссейная, 3",Ясно,Столкновение,2023-05-23 14:22:00,Легкий,0,1,Республика Ингушетия,Сухое,2,Автомобиль,POINT (44.748945 43.391639),,,,,2007.0,FORD,Белый,Прочие модели Ford,B — маленькие автомобили,Водитель,Мужской,Несоблюдение очередности проезда,Амбулаторный раненый,32.0,Spring,5,Tuesday,day,1444-11-03,Dhu Al-Qadah,0,2005-2009,31+
47,2842031,ДТП,"В темное время суток, освещение включено","{lat: 43.509546, long: 44.585137}"," Многоквартирные жилые дома, Регулируемый перекресток, Регулируемый пешеходный переход ",Малгобекский район,120.0,"г Малгобек, ул Осканова, 20",Дождь,Столкновение,2023-05-02 21:10:00,Легкий,0,2,Республика Ингушетия,Мокрое,3,Автомобиль,POINT (44.585137 43.509546),,,,,2011.0,ВАЗ,Серый,Priora,B — маленькие автомобили,Водитель,Мужской,Uknown,Амбулаторный раненый,9.0,Spring,5,Tuesday,night,1444-10-12,Shawwal,0,2010-2014,6-10
